,crystal_name,indirect_bandgap (eV),_cell_length_a,_cell_length_b,_cell_length_c,_cell_angle_alpha,_cell_angle_beta,_cell_angle_gamma
1536,Li5S12Sn5,0.3883,19.38479116,3.684291748,6.731857864,89.99998894,108.7160339,89.99999979
1537,Li4S12Sn4,0.3783,19.48154455,3.595371041,5.936185245,89.99997494,108.5887759,90.00001035
1538,Li4S12Sn6,0.4202,19.60811716,3.718600437,6.592742086,90.00000045,108.113196,90.00000022
1539,O8Ti4,2.6206,4.806155432,9.255893878,2.926905243,89.99999163,90.00031967,90.00008644
1540,Li2O8Ti4,0.3885,5.048385272,9.639543258,2.909446959,90.00001508,90.00015512,90.00988935
1541,LiO8Ti4,2.885,4.997897159,9.513760567,2.941327992,89.99999288,89.99998272,89.16082615
1542,O10P2V2,1.2121,6.152854994,6.152854996,4.134502972,90.00000013,89.99999732,90
1543,LiO10P2V2,2.0722,6.217202734,6.217201887,4.519137252,92.46050685,87.53951425,90.45600127
1544,Fe21Li2O32Zn,0.3675,7.925830097,7.925903802,8.029429969,90.7461242,89.25691617,91.06380417
1545,Li56N32Si8,0.37,9.417047445,9.386803083,9.383815542,89.97467679,89.01251247,89.57402164
1546,Li2O6V3,0.3815,3.463601018,3.463416391,11.05793474,81.38988136,98.60559326,132.483241
1547,O6V6,0.3681,2.641537651,2.641537873,16.52422593,90.03134503,89.96866605,120.0371229
1548,Li5Mg7O16Si4,0.4517,5.11221924,10.91416087,6.447908188,89.9524505,90.04555441,90.32422137
1549,Ge2LiTe3,0.4396,4.061880933,4.061880807,10.32984444,89.99982244,90.00017551,120.0001171
1550,GeLiSbTe3,0.77,4.226984586,4.226984689,10.44546341,89.99948323,90.00052241,119.9997676
1551,Ge2SbTe3,0.3983,4.150491309,4.150486319,10.79302698,89.98399424,90.01613685,120.0933863
1552,Li3Te3,0.3681,4.539967175,4.539861639,7.482939222,90.00279919,89.99540408,119.9755902
1553,Li2Sb2Te4,0.7707,5.912151021,6.081221989,6.081221981,90.00000088,89.99999909,89.99999768
1554,GeLi2Te3,0.43,3.907807134,3.907807243,10.82047509,89.99976317,90.00023654,120.0002793
1555,Al4F4K2Li2O20Si8,0.4502,5.277034194,9.152121577,10.38249932,89.99999805,100.846857,89.99997823
1556,Al8F3K4LiO45Si16,1.2,8.99132989,5.14319345,20.06458544,90.630731,99.81038007,89.77127103
1557,Al9F5K4Li4O43Si13,3.1617,9.090072233,5.193701891,20.31789959,89.77466262,99.83966116,89.76884812
1558,K2O18W6,0.7474,7.283796309,7.283750714,7.458672146,89.99972556,90.00029137,120.0297056
1559,Ca2Li4Mg4N12Si4Sr2,3.4894,5.628328861,9.874369067,6.050289041,89.9999956,97.38453139,90.00000396
1560,CaLi4Mg4N12Si4Sr3,3.5013,5.671923285,9.891499027,6.081621076,89.99999806,97.60393211,90.00000045
1561,Ge5Li7N6O6,0.3679,9.70032532,5.560030489,5.033300381,85.91595422,90.51444007,91.30314928
1562,Ba2F24K6Li4Zn4,5.3758,8.057825766,8.031875012,8.057874434,90.00001239,90.10897404,90.00000178
1563,Ba4F24K4Li6Zn2,5.9103,8.015239572,8.038225507,8.015249818,90.00082008,90.05864471,90.0007717
1564,F12K4Li4Y,5.7586,8.719888641,5.897110492,10.34862767,90.00013145,147.4428638,90.00007371
1565,Ge5Li7N5O7,0.8691,9.338922418,5.684542375,5.125102122,85.97875138,84.10726317,89.43157548
1566,F12K4Li5Y,4.5401,9.046563125,5.588211133,10.71343774,89.99997277,147.6546227,89.99999483
1567,K7Li3O30Ta10,2.5533,12.70856111,12.70856113,3.983516348,89.99999387,89.99999394,90.05070468
1568,F12K4Li3Y2,0.6898,8.70955463,6.09816065,10.50153998,90.00003691,146.1482561,89.99997983
1569,Br4Li3,4.8066,5.316637774,5.316606897,5.316617059,89.99999694,90.00000028,90.00001532
1570,Li7Mn8Mo12O48,0.3882,4.965409785,10.14331531,17.10489752,90.19728645,88.90889415,89.79090569
1571,Li5Mn11Mo12O48,0.3744,4.885816049,10.08164732,16.89886835,91.06072988,89.30968061,91.06928072
1572,Br32Li16Mn6,0.5016,10.51182996,10.66347155,10.69868604,88.74514549,90.13611977,89.53333541
1573,Li5Mn10Mo12O48,0.3828,4.865386911,10.11927658,16.87051952,88.87903088,89.5654381,89.38168029
1574,Br4Li2,5.3457,5.17351198,5.173512366,5.18018601,89.99999353,90.00000474,90.00001595
1575,Br32Li15Mn9,0.3635,10.51902805,10.47807663,10.4990731,90.72244793,89.43113777,90.88884688
1576,Al8B3FeNaO31Si6,1.6093,9.317997284,9.285245048,9.318002682,113.8695007,113.9018084,113.8694221
1577,BaNO2Ta,1.4915,4.088893535,4.066204602,4.066204882,89.9999998,89.99999998,90
1578,BaLiN2O,0.4042,3.902325656,3.902401557,4.156504835,89.99999714,89.99999792,90.00000897
1579,F8Li13Na3Ni8O32P8,0.3739,10.53700751,6.272754543,10.87489084,90.00101137,89.84043569,90.00044552
1580,F32Li16Zr3,6.108,9.618051651,9.557428906,5.653805676,89.99908381,89.46273987,89.99897116
1581,FeLi4Mn3O16P4,0.3656,9.741197071,5.741641185,4.633787915,90.00000229,89.79845453,90.00000132
1582,Fe3Li4MnO16P4,0.375,9.707592342,5.716504796,4.622855185,89.99999793,90.18508647,89.99999762
1583,FeLi5Mn2O16P4,0.4208,9.816528234,5.722377489,4.633874405,90.00000815,89.94160277,89.99999894
1584,Li20P5S24Si,0.6348,8.185343979,8.960053543,12.94350532,89.88478594,91.36798256,89.17295204
1585,Eu4Ga5Li3,0.3751,4.455934474,7.166867998,7.85332805,88.53554452,90.01895124,90.00331034
1586,Ge20Li2Mg18Sr12,0.5446,14.49993655,4.49216992,18.51571406,90.00000038,90.00000878,89.99999977
1587,Ca4Fe5Li11N8,0.3821,3.565700198,3.518399421,26.67385687,89.99996599,90.00000617,90.0000002
1588,Eu4Ga6Li2,0.3925,4.496585,7.052341682,7.714421212,89.99197588,89.99999993,90.00000027
1589,Eu2Ga5Li3,0.4772,4.064401055,4.064463225,11.38134426,90.00212057,89.99376435,90.00107734
1590,Ca4FeLi15N8,0.3837,3.742275913,3.624578224,25.72932704,90.00030247,90.00000351,90.00000012
1591,As3Li4O20PTi4,3.4575,7.448501064,6.550647361,7.43488976,89.9999808,89.76571791,89.99999251
1592,AsLi4O20P3Ti4,3.3798,7.388335516,6.440700073,7.320403142,89.99998969,89.76366407,89.99999574
1593,F8Li9O48Sr7Ta16,4.1963,10.47788897,10.45071119,10.49700353,89.87664654,90.19314018,90.00167662
1594,F8Li7O48Sr9Ta16,4.1581,10.4925208,10.49161543,10.49252036,90.07903099,90.3300929,90.0790242
1595,Li3Mg5O16V4,4.3442,5.615446883,8.628881153,6.254390319,90.00033088,90.00001383,90
1596,Fe6Li6O32Ti12,0.3628,8.261207098,8.250088436,8.255887,89.99909501,90.00064534,89.991508
1597,Al16CaMg8NaO73Si20,0.9514,16.99145028,9.676312471,9.263829777,90.0000254,90.00000746,89.9999994
1598,Fe8Mn4Na4O48P12,0.5613,11.24256626,11.92857007,6.221470217,89.999795,113.1895797,89.99820794
1599,Al3F4Fe2K2LiO20Si7,1.0701,5.172216047,9.037805115,10.13064934,89.77592458,99.58758305,89.94014151
1600,Fe8Mn4Na3O48P12,0.5729,11.21394641,11.88798002,6.209674503,89.67521854,113.245672,90.0022235
1601,Al16Mg8O74Si20,5.2019,17.00701515,9.664483334,9.268831296,90.00004583,90.00001729,89.99999982
1602,Al5F4Fe2K2Li2O20Si5,1.6003,5.177485973,9.0442827,10.19615143,90.08807942,99.32539343,90.04413482
1603,LiO12Sb4,3.2341,4.76012381,8.5881555,5.342188425,90.00265189,90.12167669,90.00107147
1604,Li3O8Sn4,0.5129,3.195324048,5.307310771,11.09234203,87.88249604,90.00000115,89.99999906
1605,Li2O16Sn8Zn2,0.4787,6.424476401,6.424476304,10.41845075,89.99999854,89.99999867,120.0027903
1606,FeLiO8Sn3,0.5573,3.121137093,4.913810455,9.943785689,90.70636999,90,90.00000031
1607,Fe3LiO8Sn,0.3912,2.930040319,4.797900257,9.247627249,89.21074174,89.99999992,90.00000002
1608,Li2O12Sb4,3.1484,4.734757872,8.636196213,5.29362381,89.99731804,89.96331237,90.00051971
1609,Fe4Li2Na2O24Si8,0.9834,9.472846564,8.498970441,5.241877528,89.99997868,109.4297085,89.99999714
1610,Fe4Li4O24Si8,0.9351,9.500046658,8.40417784,5.238416316,90.00000476,110.7497716,90.00000652
1611,Fe4Li3NaO24Si8,0.9836,9.472619909,8.463513402,5.242434925,89.99998862,110.0142341,89.99999864
1612,Cl6Li2Y6,0.383,3.635407449,3.635407359,28.91568399,90.00014485,89.99985584,119.9994316
1613,Cl6Gd6Li,0.4038,3.673597452,3.673597342,28.97153608,89.99993171,90.0000693,120.0000735
1614,As8Li16O36V3,0.444,9.062367151,9.06238367,9.506647184,89.9968933,90.00038979,89.9993375
1615,Cs12Li6O64W16Zn6,4.831,12.10112667,12.27990371,12.20222687,90.00002177,90.00010738,90.09202096
1616,Cs12Li4O64W16Zn8,3.9452,12.22050689,12.18547022,12.22243429,90.00503115,90.00180586,89.97710016
1617,Fe4Ge8Li3NaO24,0.6056,9.974544687,8.523685088,5.234643137,88.90196687,108.1233988,89.24926984
1618,Ge4Li9O16Zn2,4.361,10.93080645,6.306944801,5.162663854,90.76737295,90.3057103,90.33256006
1619,Ge4Li10O16Zn2,3.4195,10.96077752,6.226104444,5.193445329,89.24656225,91.65430285,89.66684718
1620,Fe2Li4O24Sc2Si8,1.1789,9.630085752,8.653634108,5.305600739,89.9999885,109.9223431,90.00001059
1621,Fe3Li4O24ScSi8,1.0356,9.564533152,8.524738113,5.276844619,89.99999197,110.3307095,89.99999192
1622,F4K2Mg6O20Si8,0.4148,5.248860473,9.090080669,9.899936227,89.99999611,100.1562401,90.00000357
1623,FeLi4O24Sc3Si8,1.2839,9.703548533,8.815818865,5.335012866,90.00001132,110.0276952,89.99999308
1624,F4K2Li4Mg2O20Si8,5.7943,5.206434917,9.030265309,10.21465584,90.00002032,99.94451046,89.99992796
1625,Al4Fe4Mg2Na4O48Si16,1.0663,9.257883902,17.38561238,5.186479476,89.99999257,104.2922765,90.00000487
1626,Al4Mg6Na4O48Si16,6.0855,9.357917863,17.64838253,5.207249031,90.00000352,103.9408801,89.9999964
1627,Li2O10S4Ti4Y4,0.4324,3.906271073,3.821268543,21.94127102,90.00000088,90.00000007,89.99999919
1628,LiO10S4Ti4Y4,0.4363,3.787836288,3.840178923,22.30014146,89.99999984,89.99999991,89.99999982
1629,Li3O10S4Ti4Y4,0.4035,3.891930043,3.924754843,21.69102195,89.99999979,90.00000041,89.99999975
1630,Fe4Ge8LiNa3O24,0.7873,10.38934192,8.628127821,5.279481527,89.99954986,110.659548,90.00063761
1631,Co2Li3MnO6,0.3987,2.791435342,2.791435054,14.02847493,89.99987529,90.0001074,120.0009992
1632,Fe4Ge8Na4O24,0.5998,9.983896913,8.617867085,5.273514542,89.99996595,108.3782067,90.0001388
1633,Fe4Ge8Li2Na2O24,0.7864,10.37392318,8.540585538,5.276398277,89.99991484,111.3059545,89.99994536
1634,IrLi11Sn4,0.4654,6.420188931,6.420189169,6.420195677,89.99999297,90.00000667,90.00001396
1635,K4Li4O15S4,0.788,5.091215522,8.885904647,8.726414622,90.01603453,87.9248933,92.38328404
1636,CuF4Li,0.3869,4.48422354,4.484223526,3.067271807,89.99999821,89.99999963,93.56888069
1637,CoCuF4,0.4131,4.52241426,4.522414279,2.995077074,89.99991083,89.99991093,89.95426139
1638,Cl32Cr5Li18,0.8803,10.13850761,10.05008954,9.876937503,88.03462607,88.09265037,89.7574222
1639,Ca9Li5Si16,0.3972,13.67522786,10.32241744,4.302000866,89.9999995,89.99999972,89.57943483
1640,Ca8Li6Si16,0.4035,13.54867735,10.27470255,4.283141888,90.00000014,90.00000442,89.26837353
1641,Co2F4,0.3749,4.436181483,4.436181509,3.017434822,90.00001762,90.00001781,90.00127569
1642,Co2F12LiNi3,0.3956,4.531459763,4.531459767,9.003581108,89.99996746,89.99996745,89.47424748
1643,Cl32Cr7Li17,0.4243,9.928808265,10.15421689,10.0439253,91.15979516,88.99516228,92.82494376
1644,Ge12Li5O32Zn7,0.8194,8.353264278,8.320835622,8.331389885,89.08970442,90.83100145,89.6728287
1645,Li13O32Ti12,1.0945,8.302294391,8.397619455,8.332175574,89.93105357,90.57578118,90.85623229
1646,Ge12Li9O32Zn5,0.5581,8.413986234,8.295118531,8.343584713,89.61490057,92.48952117,90.53448864
1647,Li9O26V12,0.4147,11.69237605,3.903781433,9.996515593,90.00000112,101.14084,89.99999665
1648,Li8O26V12,0.3912,11.6280119,3.891491883,9.977351644,89.99999999,100.8149371,89.99999901
1649,Cr3Li4O44Sr4Ti17,0.4152,13.73297802,5.741443585,9.779283738,90.00002084,90.50425825,90.00000825
1650,Fe3Li4MgO24Si8,1.1301,9.52382617,8.474999285,5.264070696,89.99998949,110.4927522,89.99999982
1651,CaFe2Li2MnO16P3,0.3785,5.47356888,10.18432003,4.6292982,88.55672205,89.99997993,90.00000601
1652,Al4Li10O44Te16,3.4522,18.73191313,5.109008225,10.48553949,89.99994304,109.8968274,90.00016077
1653,B28Ba48F16Li3NaO84,3.918,13.55064597,13.54048712,14.85870915,90.0000002,90.00000543,90.01955982
1654,B28Ba48F16Li2Na2O84,3.9202,13.56512861,13.56512861,14.84959216,89.99999925,90.00000277,90.00000003
1655,B28Ba48F16Na4O84,3.9301,13.44633746,13.44633745,14.61189319,89.99999529,89.99999489,90.00000017
1656,Ga4Li14O44Te16,3.3586,19.66111711,5.205276401,10.60015518,90.00107078,112.1814857,90.00092104
1657,Al4Li12O44Te16,1.1001,19.22379661,5.075595526,10.55617192,90.02660648,110.6255226,90.00000753
1658,Cu2Li2S8Sn2Zn2,0.9853,5.471257456,5.471257486,10.77643847,90.00002022,90.00003205,89.99995126
1659,Ga4Li10O44Te16,3.4725,18.84439397,5.184745785,10.63299461,89.9999687,110.0804222,89.99984139
1660,Ga4Li11O44Te16,2.6901,19.28259523,5.161082341,10.64983224,90.01868657,110.8008729,90.09638508
1661,FeLi3Mg4O16P4,0.848,10.17443601,5.89970513,4.691634288,90.37765861,90.27121549,90.02123527
1662,Li3Mg4O16P4,6.0808,10.14400019,5.879324762,4.726577526,89.58115838,90.27742338,90.06266021
1663,Li2Mg4O16P4,6.3103,10.15586755,5.874806998,4.786077372,89.9997541,90.0003199,90.28741347
1664,Fe3LiMn4Nb3O32Ta5,0.3663,9.0085176,10.95693744,4.945598893,89.95064757,88.80689654,90.37098718
1665,Al4Be6NaO36Si12,1.403,9.187031596,9.187050839,9.180703398,89.99999994,90.0000009,120.0083186
1666,Fe2LiNb2O32Sn2Ta9,0.3906,9.451620976,11.45408467,5.086581828,89.54982768,90.92287578,90.16600756
1667,Al4Be5Li2NaO36Si12,0.83,9.249762273,9.258559784,9.297833921,89.99999744,89.99999544,120.0907112
1668,Fe3Mn2Nb2O32Sn4Ta5,0.3924,9.162407029,11.08028249,4.996562893,89.84520521,89.63996542,90.00665341
1669,Fe3Mn2O32Sn3Ta8,0.4237,9.204187535,11.14449577,4.984225532,90.01503522,90.44971824,89.75025197
1670,Mn3Nb2O32SnTa9Ti,0.3801,9.220707409,11.22084373,5.001995465,89.54550967,89.17341827,89.17961945
1671,CrLi10O32Ti13,0.389,8.316011096,8.316011393,8.319260998,89.81713479,90.18286862,89.47584705
1672,Fe2Li3NiO6,0.3712,2.830518912,2.830518671,13.95347374,90.00065107,89.99933484,120.0034256
1673,Li4O31Ta12,1.3954,16.90207541,3.888847793,8.995429075,90.00000011,89.96822,90.00000007
1674,Li4O32Ta12,1.8913,16.93256307,3.888846316,8.959163492,89.99814109,90.00000843,89.99999915
1675,Li2O29Ta12,0.6241,16.82281857,3.84918173,8.971671614,90.00000001,90.07387095,90.00000001
1676,Li2O32Ta12,2.2001,16.86869456,3.887299251,9.020914914,90,89.44384889,89.99999999
1677,Li3O32Ta12,2.4389,16.85654274,3.886069971,9.010025898,90.00000001,90.33131573,89.99999999
1678,Cd2Li2,0.5834,3.312193507,4.541722463,4.541722319,90.0000402,89.99999012,90.00001239
1679,B8Be2Ca9Ce3Fe2LiO48Si8,1.3993,19.03372507,4.737120127,10.22491483,90.04624921,111.1793706,90.02146841
1680,Li4Ni3O6,0.3783,2.930382837,2.930392461,14.70368792,89.94984123,90.05032893,120.0651695
1681,Li2Mo3O12V,2.9995,9.42769921,3.682723996,6.635464551,89.99999993,112.9929947,90.00000003
1682,Ba7LiO32Si12,4.6243,12.4461428,4.700200104,13.88356971,89.63481006,93.73475089,90.75921407
1683,Ba7EuO32Si12,0.3866,12.25841381,4.616702067,13.69193289,89.68523236,93.28795882,89.79408358
1684,Cu3LiNb8O24,2.315,7.484606343,7.506383192,7.486979977,89.99999112,90.00003268,90.00000048
1685,Ba7CeO32Si12,4.6068,12.31477685,4.582644507,13.71362364,89.80543513,92.84061786,89.98781946
1686,Li2MoO12V3,2.7525,9.284112813,3.587343589,6.66810958,90.00000004,112.8793577,90.00000004
1687,BaFLiO,3.5554,4.11995455,3.616419598,4.120440925,90.00000135,89.99999999,90.0000002
1688,BaF2Li,1.7792,4.041231194,3.941864829,3.941864762,90.00000448,89.99999872,89.99999971
1689,BaFLiO2,0.4352,4.288873207,3.832070945,3.832379594,89.99999426,89.99999987,89.99999974
1690,BaFLi,0.4577,4.014709803,4.206076066,4.014710301,90.00000563,90.00000343,89.9999913
1691,BaF2LiO,5.8876,4.059016755,3.946014127,3.94601437,90.0000002,90.00000234,90.00000131
1692,Li3Mn18O32,0.3671,8.113234637,8.102490748,7.836370098,88.46433607,87.71912996,95.86254893
1693,Li5Mn17O32,0.3638,7.862648041,7.899718437,7.977013965,88.44552609,90.87208287,90.42165495
1694,Mn13O32,0.3655,7.559712843,7.68922054,7.744032768,90.09075918,88.5629396,90.2706141
1695,Mn16O32,0.3649,7.694248046,7.693008262,7.698157527,89.74767715,90.25956499,89.91205481
1696,Li17Mo15O32,0.3882,8.28889355,8.288671992,8.288675923,91.38399233,91.38527174,88.61470437
1697,Li21Mo11O32,0.4118,8.314444005,8.294833657,8.213009205,91.01370736,90.19375938,90.01896041
1698,Li26Mo6O28,0.3644,8.161751491,8.553863568,8.529328633,89.91414804,89.81831419,89.0424873
1699,Li24Mo8O32,0.3975,8.296555829,8.296560812,8.326428226,90.82000133,90.81995297,88.24028394
1700,Li24Mo8O26,0.3722,8.243684106,8.469497148,8.317415214,89.71582931,90.27574755,88.35982053
1701,Ge2Li11O16P2,5.9498,10.6529202,6.229768626,5.071377054,89.9041471,89.80260856,90.4065686
1702,Al4Li7Si4,0.3889,6.138003365,6.138057738,6.138005386,89.99825254,90.00179866,90.00127296
1703,As7Li4Ni10,0.4252,9.216015735,9.264625603,3.721494844,89.99998696,90.00000248,119.6812357
1704,Cu7Li9Mo12O48,2.6211,10.33789805,5.121061177,20.31389025,90.89275334,120.9803251,88.03602692
1705,Al4Li6Si4,0.5384,5.832354919,5.832354887,6.458147246,89.9999924,89.99999622,90.00000251
1706,Al3Li7Si4,0.6575,6.067552985,5.941205081,5.941205152,89.99999731,90.00000028,90.00001076
1707,Cu6Li10Mo12O48,0.4342,10.35683075,5.030911533,20.25482194,90.2141092,120.976534,90.60251554
1708,In2Li4O24Sc2Si8,5.0001,9.794843582,9.054126123,5.387474004,89.99999296,110.4443373,89.99999976
1709,Li2Mn2O4,0.3743,3.880498558,6.031034926,2.692255913,89.99991474,89.99999996,90.00026843
1710,LiMn3O4,0.3723,3.959018124,6.074986209,2.62274432,90.00026566,90.00000027,90.00026328
1711,ClLi2O,6.1051,3.861013143,3.861013149,3.420623671,90.00000405,89.99998844,90.00000808
1712,Ce3LiMo4O16,0.3724,5.299903971,5.300160704,11.35476646,90.00006746,90.00017998,90.00366315
1713,Ce2Li2Mo4O16,0.9975,5.155954554,5.391581637,11.38342768,89.99999488,90.00025007,92.87683632
1714,Al19Fe6MgO48Si8,0.3975,7.881611293,16.7164781,5.621327275,90.31110298,89.76474899,90.31509256
1715,Al22Fe7MgO48Si5,0.3995,7.951239126,16.72712149,5.685774636,90.68583961,90.12273112,89.83424365
1716,Al18Fe6Mg2O48Si8,0.4092,7.859215151,16.73226424,5.618611569,90.53273189,89.89632349,90.25143177
1717,Al17Fe7Mg3O48Si8,0.3667,7.933849879,16.75525279,5.677999964,89.27173255,90.17990881,90.28749064
1718,Al19Fe5MgO48Si8Zn,0.378,7.880919514,16.75411506,5.637057336,89.2067219,89.83836859,89.575403
1719,Al20Fe8O48Si8,0.4288,8.093047664,16.475981,5.680170054,90.09470555,89.65151191,89.53217152
1720,CuLiNd4O7,0.4731,3.902694307,3.971415343,12.19718586,89.99999989,90.00000015,89.99999993
1721,Cu2Nd4O7,0.405,3.931980526,3.931354988,12.02504715,90.00000436,89.9999955,89.99999964
1722,Fe4Li4O16V4,0.3811,11.4886238,3.882049167,6.200211525,90.00000292,107.7960502,89.99998728
1723,Cu4Li4O32Rh8Ru8,0.3711,8.295263635,8.379606998,8.572980665,88.97191771,87.2105606,89.14702036
1724,Li7NiP4S12,0.9775,6.123869724,10.32357236,7.489192374,89.93631484,112.2458965,89.97748243
1725,Eu2Li2S4,1.3759,5.536335997,5.356620166,5.536334394,89.9999922,89.99999001,90.00001372
1726,Eu3LiS4,0.7965,5.51268431,5.512684857,5.512684932,89.99999833,90.00000093,89.99999553
1727,Cd6Li8Zn2,0.5755,6.480633288,6.480633038,6.480634271,90.08934445,90.08934338,89.91060945
1728,Cd3Li,1.4631,4.258999825,4.258999825,4.258999825,90,90,90
1729,Cr4Li3Mn3O72P18Ti8,0.3712,8.518371201,8.51838006,19.99872715,89.99988487,90.00023488,120.0020769
1730,Cr2Li2Mn4O72P18Ti10,0.3729,8.552883786,8.552883885,20.00308799,89.99978649,90.00021275,120.002623
1731,Cr5Li4Mn2O72P18Ti7,0.4194,8.492485262,8.49248717,20.20108166,89.99986749,90.0001751,120.0018374
1732,Li9P4Zn2,0.3775,5.880047028,5.880047476,5.978093954,90.0000057,89.99998297,90.09232409
1733,Li13O32Ti13,0.3924,8.306338118,8.432669259,8.318958143,91.10343,88.98481155,91.16627758
1734,Cd4Li3O16V4,3.3157,5.900218414,8.861066643,6.556286629,89.99999087,90.0000056,89.99999992
1735,Cd4Li4O16V4,3.1781,5.962661595,8.902484161,6.459264307,89.99996662,90.00000538,90.00000046
1736,Li5P4Zn4,0.7746,5.815353905,5.802723417,5.815344722,89.33937683,89.41483314,90.66079323
1737,Li8O32Ti13,1.2955,8.317168961,8.403125971,8.395422979,90.0214599,89.61197568,89.86662683
1738,Li6P4Zn3,1.5346,5.838412145,5.765957112,5.765957008,89.9585553,89.76823885,89.76824798
1739,Fe6Li8O32Ti10,0.3709,8.203635704,8.203194031,8.234641624,91.01903286,90.16456372,90.28064889
1740,Li4Te4,0.4529,5.606211861,5.606217669,5.606212292,89.99999449,89.99997419,89.99998981
1741,Sb4Te4,0.4663,6.233548784,6.233548716,6.233548731,90.00000057,89.99999979,89.99999936
1742,Fe4Li9O32Ti11,0.3784,8.211676869,8.271996587,8.293296007,89.53997413,90.24774546,89.51512714
1743,F4Ge8K2Mg6O20,0.7249,5.370297195,9.297828058,10.29907385,90.00004065,100.0263605,90.00002702
1744,Cu11Li5Mo12O48,2.2824,10.47970726,5.061742197,17.38046532,89.91914414,89.99907329,89.99981123
1745,AlBa2F4LiMg5O20Si7,0.9512,5.299088101,9.187050611,10.14628728,90.28712469,100.1603251,89.94104895
1746,Cu8Li8Mo12O48,0.3724,10.39425493,5.01133875,17.43558432,91.06044075,89.73229976,90.78351103
1747,Al5Ba2F4LiMg5O20Si3,5.0309,5.329885857,9.294128238,10.16147767,90.12679123,100.6105546,90.05426892
1748,F4Ge8K2Li2Mg4O20,4.5515,5.386043971,9.279545402,10.61901118,89.99997727,99.79857554,90.0000113
1749,CsLi6O16S4,5.1247,5.030280613,5.238613791,15.96426,89.66133635,89.64649146,90.44575109
1750,LiO26Si6Y9,4.862,9.289224029,9.289209741,6.719246851,89.99998095,89.99988845,120.000263
1751,Li2O26Si6Y8,5.4297,9.281748247,9.281727773,6.742171027,90.00007239,90.00024873,120.0006948
1752,Li22P5S24Si,0.6233,8.893036253,8.703723964,12.19639368,87.51581769,90.62386443,89.26462444
1753,Li20P4S24Si2,1.3511,8.526218038,8.589748754,12.56192987,89.14172068,88.53901594,91.23639674
1754,Li17P6S24,1.0112,8.310546764,8.711541609,12.65793098,91.244746,89.68791681,88.80094494
1755,Li21P2S24Si4,2.3597,8.772228473,8.438461274,12.42384447,89.25414662,87.48820554,90.87176836
1756,Li16P4S24Si2,2.1013,8.01617886,8.96408025,12.22914782,90.76558183,86.42595506,90.04075977
1757,K4Li4Nb10O30Pb,1.1443,12.54117222,12.54117194,4.051984087,89.99998598,90.00002037,90.00000159
1758,Al14Ge22Li18O72,0.428,13.7015255,13.93356653,9.267950528,89.51274014,89.86268773,119.7633588
1759,K3Li3Nb10O30Pb2,1.2848,12.56801756,12.56801753,4.03567865,90.03478279,90.03478527,90.24130459
1760,Co9Li7Mo12O48,0.3793,4.930931725,10.13502333,17.12985756,90.82916924,90.8942259,89.66110858
1761,Co6Li10Mo12O48,0.4204,4.96279777,10.20800173,17.08484144,89.35410165,89.26535079,91.05144634
1762,Al17Ge19Li18O72,0.9685,13.84354947,13.82272156,9.235495177,90.2084416,89.83589802,120.1636746
1763,F12Li2Rh3Zn,1.0155,4.675320832,4.675320825,9.354854536,89.9999413,89.99994166,89.24833598
1764,F12Li2Rh2Zn2,1.7153,4.6589034,4.658903245,9.264677087,89.99998362,89.99998134,90.00000219
1765,F12Li2Ni4,0.4341,4.540434683,4.540434651,8.877284041,90.00001148,90.00001205,89.99836307
1766,F12Li2Zn4,5.6195,4.626298858,4.626298738,9.164751551,90.00001967,90.00001945,90.0019833
1767,Li16Ni8O23,0.3918,4.838954973,8.397854317,9.445049053,90.21125473,99.73344489,90.26349268
1768,F12Li2NiRh3,0.3982,4.650098002,4.650098026,9.327496272,89.99999989,90.00000003,89.90797073
1769,F12Li2Ni2Rh2,0.3883,4.600116138,4.60011609,9.221472537,89.99994921,89.99994893,90.00089334
1770,ILi2O,4.9494,3.767617877,3.767617769,4.661610893,89.99999916,89.99999874,90.00001113
1771,Al4Be6KO37Si12,5.352,9.178651614,9.178651533,9.140374113,90.00000079,90.00000058,120.007586
1772,Al4Be6O37Si12,5.8617,9.179294408,9.179294682,9.155282144,90.00000113,89.99999876,120.0098145
1773,Al3Be6CrNa2O38Si12,2.5455,9.20702008,9.207019968,9.128025926,90.00001553,90.00001477,120.0082503
1774,ILi3O,4.5765,4.102253808,4.10225377,4.102253818,90.00000008,89.99999938,90.00000013
1775,Fe13Li7O32Sb4,0.366,8.296322587,8.190726442,7.994364671,89.63952004,89.6868255,93.58838993
1776,Al4F3Fe2Li5Mg2MnNa2O46Si16,0.4529,9.37272926,17.42612101,5.271492582,90.00002672,101.3543998,89.99979269
1777,Fe11Li10O32Sb3,0.3703,8.097664658,8.211689759,8.195915805,92.1751844,90.90095473,90.81079182
1778,Al4F2Fe4Li5MgO45Si16,0.4438,9.267830623,17.36496626,5.237539007,90.07761713,101.3334095,89.84503781
1779,Fe10Li9O32Sb5,0.3746,8.392583669,8.266333119,8.191947434,91.85002395,88.38002445,87.66905302
1780,Li11Nb7O56W9,0.368,10.36939688,10.44276088,10.30918264,90.79224832,90.04485711,89.32882636
1781,As8Li16O36V4,3.8464,8.878792219,8.878791746,9.465870613,90.00001572,90.00001323,90.00000039
1782,Cl16Co5Li6,0.4736,7.591626026,7.072811062,9.459789149,84.33464087,86.89729076,78.56934179
